Season;Week;Date;League;Players per Team;Location;Round Number;Match Number;Team;Position;Player;Player ID;Opponent;Score;Points;Input Data;Computed Data
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;SG Rottendorf 1;0;Team Total;0;Bowlinghaus Bamberg 1;684;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;SG Rottendorf 1;0;Team Total;0;BK München 3;678;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;SG Rottendorf 1;0;Team Total;0;Werdenfels 1;734;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;SG Rottendorf 1;0;Team Total;0;Donaubowler Regensburg 1;678;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;SG Rottendorf 1;0;Team Total;0;Bajuwaren München 1;712;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;SG Rottendorf 1;0;Team Total;0;Schanzer Ingolstadt 1;689;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;SG Rottendorf 1;0;Team Total;0;BC Comet Nürnberg;623;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;SG Rottendorf 1;0;Team Total;0;SG DJK Rimpar 1;712;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;SG Rottendorf 1;0;Team Total;0;BC EMAX Unterföhring 2;799;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;Werdenfels 1;158;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;Schanzer Ingolstadt 1;168;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;SG DJK Rimpar 1;176;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;BC Comet Nürnberg;172;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;Bowlinghaus Bamberg 1;157;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;BK München 3;172;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;Bajuwaren München 1;160;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;Donaubowler Regensburg 1;202;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;BC EMAX Unterföhring 2;0;Lohse Sebastian;27134;SG Rottendorf 1;194;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;BC EMAX Unterföhring 2;1;Wegenast Robert;25325;Werdenfels 1;156;0.5;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;BC EMAX Unterföhring 2;1;Wegenast Robert;25325;Schanzer Ingolstadt 1;164;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;BC EMAX Unterföhring 2;1;Wegenast Robert;25325;SG DJK Rimpar 1;141;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;BC EMAX Unterföhring 2;1;Blasits Ernst;25554;BC Comet Nürnberg;184;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;BC EMAX Unterföhring 2;1;Pirzer Robert;7428;Bowlinghaus Bamberg 1;199;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;BC EMAX Unterföhring 2;1;Pirzer Robert;7428;BK München 3;150;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;BC EMAX Unterföhring 2;1;Pirzer Robert;7428;Bajuwaren München 1;190;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;BC EMAX Unterföhring 2;1;Pirzer Robert;7428;Donaubowler Regensburg 1;169;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;BC EMAX Unterföhring 2;1;Pirzer Robert;7428;SG Rottendorf 1;182;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;BC EMAX Unterföhring 2;2;Denz Günter;16398;Werdenfels 1;219;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;BC EMAX Unterföhring 2;2;Denz Günter;16398;Schanzer Ingolstadt 1;168;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;BC EMAX Unterföhring 2;2;Denz Günter;16398;SG DJK Rimpar 1;179;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;BC EMAX Unterföhring 2;2;Denz Günter;16398;BC Comet Nürnberg;169;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;BC EMAX Unterföhring 2;2;Denz Günter;16398;Bowlinghaus Bamberg 1;139;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;BC EMAX Unterföhring 2;2;Denz Günter;16398;BK München 3;127;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;BC EMAX Unterföhring 2;2;Wegenast Robert;25325;Bajuwaren München 1;149;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;BC EMAX Unterföhring 2;2;Wegenast Robert;25325;Donaubowler Regensburg 1;212;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;BC EMAX Unterföhring 2;2;Wegenast Robert;25325;SG Rottendorf 1;137;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;BC EMAX Unterföhring 2;3;Pirzer Robert;7428;Werdenfels 1;171;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;BC EMAX Unterföhring 2;3;Pirzer Robert;7428;Schanzer Ingolstadt 1;203;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;BC EMAX Unterföhring 2;3;Pirzer Robert;7428;SG DJK Rimpar 1;196;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;BC EMAX Unterföhring 2;3;Pirzer Robert;7428;BC Comet Nürnberg;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;BC EMAX Unterföhring 2;3;Blasits Ernst;25554;Bowlinghaus Bamberg 1;192;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;BC EMAX Unterföhring 2;3;Blasits Ernst;25554;BK München 3;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;BC EMAX Unterföhring 2;3;Blasits Ernst;25554;Bajuwaren München 1;166;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;BC EMAX Unterföhring 2;3;Blasits Ernst;25554;Donaubowler Regensburg 1;158;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;BC EMAX Unterföhring 2;3;Blasits Ernst;25554;SG Rottendorf 1;171;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;BC EMAX Unterföhring 2;0;Team Total;0;Werdenfels 1;704;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;BC EMAX Unterföhring 2;0;Team Total;0;Schanzer Ingolstadt 1;703;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;BC EMAX Unterföhring 2;0;Team Total;0;SG DJK Rimpar 1;692;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;BC EMAX Unterföhring 2;0;Team Total;0;BC Comet Nürnberg;716;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;BC EMAX Unterföhring 2;0;Team Total;0;Bowlinghaus Bamberg 1;687;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;BC EMAX Unterföhring 2;0;Team Total;0;BK München 3;622;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;BC EMAX Unterföhring 2;0;Team Total;0;Bajuwaren München 1;665;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;BC EMAX Unterföhring 2;0;Team Total;0;Donaubowler Regensburg 1;741;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;BC EMAX Unterföhring 2;0;Team Total;0;SG Rottendorf 1;684;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;BK München 3;180;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;Bowlinghaus Bamberg 1;198;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;BC Comet Nürnberg;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;Schanzer Ingolstadt 1;199;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;SG Rottendorf 1;180;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;SG DJK Rimpar 1;194;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;BC EMAX Unterföhring 2;195;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;Werdenfels 1;247;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;Bajuwaren München 1;0;Glasl Hans-Jürgen;7408;Donaubowler Regensburg 1;208;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;Bajuwaren München 1;1;Lüthje Dennis;7600;BK München 3;139;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;Bowlinghaus Bamberg 1;184;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;BC Comet Nürnberg;201;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;Schanzer Ingolstadt 1;131;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;SG Rottendorf 1;171;0.5;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;SG DJK Rimpar 1;153;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;BC EMAX Unterföhring 2;171;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;Werdenfels 1;133;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;Bajuwaren München 1;1;Glasl sen. Hans-Jürgen;16762;Donaubowler Regensburg 1;159;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;Bajuwaren München 1;2;Reichert Ralph;7416;BK München 3;177;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;Bajuwaren München 1;2;Reichert Ralph;7416;Bowlinghaus Bamberg 1;172;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;Bajuwaren München 1;2;Reichert Ralph;7416;SG Rottendorf 1;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;Bajuwaren München 1;2;Reichert Ralph;7416;SG DJK Rimpar 1;127;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;Bajuwaren München 1;2;Reichert Ralph;7416;BC EMAX Unterföhring 2;190;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;Bajuwaren München 1;2;Lüthje Dennis;7600;BC Comet Nürnberg;142;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;Bajuwaren München 1;2;Lüthje Dennis;7600;Schanzer Ingolstadt 1;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;Bajuwaren München 1;2;Lüthje Dennis;7600;Werdenfels 1;149;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;Bajuwaren München 1;2;Lüthje Dennis;7600;Donaubowler Regensburg 1;163;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;Bajuwaren München 1;3;Lüthje Volker;7601;BK München 3;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;Bajuwaren München 1;3;Lüthje Volker;7601;Bowlinghaus Bamberg 1;165;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;Bajuwaren München 1;3;Lüthje Volker;7601;SG Rottendorf 1;179;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;Bajuwaren München 1;3;Lüthje Volker;7601;SG DJK Rimpar 1;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;Bajuwaren München 1;3;Lüthje Volker;7601;BC EMAX Unterföhring 2;132;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;Bajuwaren München 1;3;Reichert Ralph;7416;BC Comet Nürnberg;211;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;Bajuwaren München 1;3;Reichert Ralph;7416;Schanzer Ingolstadt 1;181;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;Bajuwaren München 1;3;Reichert Ralph;7416;Werdenfels 1;165;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;Bajuwaren München 1;3;Reichert Ralph;7416;Donaubowler Regensburg 1;180;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;Bajuwaren München 1;0;Team Total;0;BK München 3;651;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;Bajuwaren München 1;0;Team Total;0;Bowlinghaus Bamberg 1;719;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;Bajuwaren München 1;0;Team Total;0;BC Comet Nürnberg;727;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;Bajuwaren München 1;0;Team Total;0;Schanzer Ingolstadt 1;684;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;Bajuwaren München 1;0;Team Total;0;SG Rottendorf 1;721;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;Bajuwaren München 1;0;Team Total;0;SG DJK Rimpar 1;647;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;Bajuwaren München 1;0;Team Total;0;BC EMAX Unterföhring 2;688;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;Bajuwaren München 1;0;Team Total;0;Werdenfels 1;694;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;Bajuwaren München 1;0;Team Total;0;Donaubowler Regensburg 1;710;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;Bowlinghaus Bamberg 1;0;Karl William;16532;SG Rottendorf 1;156;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;Bowlinghaus Bamberg 1;0;Karl William;16532;Bajuwaren München 1;223;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;Bowlinghaus Bamberg 1;0;Karl William;16532;Donaubowler Regensburg 1;214;0.5;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;Bowlinghaus Bamberg 1;0;Karl William;16532;BK München 3;186;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;Bowlinghaus Bamberg 1;0;Karl William;16532;BC EMAX Unterföhring 2;194;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;Bowlinghaus Bamberg 1;0;Karl William;16532;BC Comet Nürnberg;140;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;Bowlinghaus Bamberg 1;0;Karl William;16532;Werdenfels 1;165;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;Bowlinghaus Bamberg 1;0;Karl William;16532;Schanzer Ingolstadt 1;168;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;Bowlinghaus Bamberg 1;0;Karl William;16532;SG DJK Rimpar 1;169;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;SG Rottendorf 1;169;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;Bajuwaren München 1;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;Donaubowler Regensburg 1;190;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;BK München 3;199;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;BC EMAX Unterföhring 2;194;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;BC Comet Nürnberg;183;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;Werdenfels 1;181;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;Schanzer Ingolstadt 1;184;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;Bowlinghaus Bamberg 1;1;Nolan Jonathan;16873;SG DJK Rimpar 1;135;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;SG Rottendorf 1;172;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;BK München 3;176;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;BC EMAX Unterföhring 2;136;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;BC Comet Nürnberg;190;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;Werdenfels 1;169;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;Schanzer Ingolstadt 1;166;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;Bowlinghaus Bamberg 1;2;Nikoleit Thomas;25516;SG DJK Rimpar 1;146;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;Bowlinghaus Bamberg 1;2;Trapphardt Bernd;16559;Bajuwaren München 1;192;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;Bowlinghaus Bamberg 1;2;Trapphardt Bernd;16559;Donaubowler Regensburg 1;144;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;SG Rottendorf 1;168;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;Bajuwaren München 1;196;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;Donaubowler Regensburg 1;190;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;BK München 3;166;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;BC EMAX Unterföhring 2;190;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;BC Comet Nürnberg;216;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;Werdenfels 1;181;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;Schanzer Ingolstadt 1;207;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;Bowlinghaus Bamberg 1;3;Renner Alexander;16251;SG DJK Rimpar 1;165;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;Bowlinghaus Bamberg 1;0;Team Total;0;SG Rottendorf 1;665;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;Bowlinghaus Bamberg 1;0;Team Total;0;Bajuwaren München 1;802;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;Bowlinghaus Bamberg 1;0;Team Total;0;Donaubowler Regensburg 1;738;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;Bowlinghaus Bamberg 1;0;Team Total;0;BK München 3;727;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;Bowlinghaus Bamberg 1;0;Team Total;0;BC EMAX Unterföhring 2;714;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;Bowlinghaus Bamberg 1;0;Team Total;0;BC Comet Nürnberg;729;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;Bowlinghaus Bamberg 1;0;Team Total;0;Werdenfels 1;696;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;Bowlinghaus Bamberg 1;0;Team Total;0;Schanzer Ingolstadt 1;725;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;Bowlinghaus Bamberg 1;0;Team Total;0;SG DJK Rimpar 1;615;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;Donaubowler Regensburg 1;195;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;BC EMAX Unterföhring 2;196;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;BK München 3;202;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;Bajuwaren München 1;189;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;Werdenfels 1;203;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;SG Rottendorf 1;208;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;SG DJK Rimpar 1;222;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;Bowlinghaus Bamberg 1;181;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;Schanzer Ingolstadt 1;0;Schütze Oliver;38550;BC Comet Nürnberg;165;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;Donaubowler Regensburg 1;179;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;BC EMAX Unterföhring 2;152;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;BK München 3;177;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;Bajuwaren München 1;186;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;Werdenfels 1;156;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;SG Rottendorf 1;189;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;SG DJK Rimpar 1;135;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;Bowlinghaus Bamberg 1;154;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;Schanzer Ingolstadt 1;1;Hartl Thomas;38411;BC Comet Nürnberg;198;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;Schanzer Ingolstadt 1;2;Tesinski Sebastian;38569;Donaubowler Regensburg 1;105;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;Schanzer Ingolstadt 1;2;Tesinski Sebastian;38569;Werdenfels 1;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;Schanzer Ingolstadt 1;2;Tesinski Sebastian;38569;SG Rottendorf 1;173;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;Schanzer Ingolstadt 1;2;Tesinski Sebastian;38569;SG DJK Rimpar 1;180;1.0;True;False
