Season;Week;Datum;League Name;Spielort;Team Name;Name;EDV;Match Number;Team Name Opponent;Position;Pins
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Marco Jäger;96933;0;Schweinfurt 45;1;221
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Jan Krüger;92706;0;Schweinfurt 45;2;242
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Omar Anderson;45562;0;Schweinfurt 45;3;233
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;James Jackson;95548;1;Passau 64;0;189
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Marco Jäger;96933;1;Passau 64;1;219
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Jan Krüger;92706;1;Passau 64;2;215
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Omar Anderson;45562;1;Passau 64;3;208
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;James Jackson;95548;2;Passau 85;0;181
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Marco Jäger;96933;2;Passau 85;1;229
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Jan Krüger;92706;2;Passau 85;2;197
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Omar Anderson;45562;2;Passau 85;3;209
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;James Jackson;95548;3;Bayreuth 41;0;170
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Marco Jäger;96933;3;Bayreuth 41;1;229
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Jan Krüger;92706;3;Bayreuth 41;2;196
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Omar Anderson;45562;3;Bayreuth 41;3;234
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;James Jackson;95548;4;Hof 31;0;169
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Marco Jäger;96933;4;Hof 31;1;204
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Jan Krüger;92706;4;Hof 31;2;212
23/24;3;n/a;LL1 Nord;Bamberg;Bamberg 44;Omar Anderson;45562;4;Hof 31;3;231
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Lars Wolf;79124;0;Hof 31;0;152
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Linus Singh;57074;0;Hof 31;1;226
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Arthur Jäger;52682;0;Hof 31;2;162
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Johannes Heil;37109;0;Hof 31;3;189
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Lars Wolf;79124;1;Passau 85;0;171
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Linus Singh;57074;1;Passau 85;1;215
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Arthur Jäger;52682;1;Passau 85;2;141
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Johannes Heil;37109;1;Passau 85;3;194
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Lars Wolf;79124;2;Schweinfurt 45;0;173
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Linus Singh;57074;2;Schweinfurt 45;1;179
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Arthur Jäger;52682;2;Schweinfurt 45;2;176
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Johannes Heil;37109;2;Schweinfurt 45;3;169
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Lars Wolf;79124;3;Bamberg 44;0;186
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Linus Singh;57074;3;Bamberg 44;1;203
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Arthur Jäger;52682;3;Bamberg 44;2;156
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Johannes Heil;37109;3;Bamberg 44;3;193
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Lars Wolf;79124;4;Passau 64;0;172
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Linus Singh;57074;4;Passau 64;1;206
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Arthur Jäger;52682;4;Passau 64;2;155
23/24;3;n/a;LL1 Nord;Bamberg;Bayreuth 41;Johannes Heil;37109;4;Passau 64;3;193
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Lukas Braun;10400;0;Bayreuth 41;0;195
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Jackson Lange;56853;0;Bayreuth 41;1;206
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Linus Jones;28835;0;Bayreuth 41;2;172
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Johannes Schwarz;38386;0;Bayreuth 41;3;187
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Lukas Braun;10400;1;Schweinfurt 45;0;191
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Jackson Lange;56853;1;Schweinfurt 45;1;229
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Linus Jones;28835;1;Schweinfurt 45;2;161
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Johannes Schwarz;38386;1;Schweinfurt 45;3;169
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Lukas Braun;10400;2;Passau 64;0;180
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Jackson Lange;56853;2;Passau 64;1;222
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Linus Jones;28835;2;Passau 64;2;194
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Johannes Schwarz;38386;2;Passau 64;3;154
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Lukas Braun;10400;3;Passau 85;0;216
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Jackson Lange;56853;3;Passau 85;1;203
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Linus Jones;28835;3;Passau 85;2;183
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Johannes Schwarz;38386;3;Passau 85;3;153
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Lukas Braun;10400;4;Bamberg 44;0;217
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Jackson Lange;56853;4;Bamberg 44;1;241
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Linus Jones;28835;4;Bamberg 44;2;157
23/24;3;n/a;LL1 Nord;Bamberg;Hof 31;Johannes Schwarz;38386;4;Bamberg 44;3;182
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Tom Klein;52038;0;Passau 85;0;153
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Alexander Hoffmann;67272;0;Passau 85;1;232
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Jakob Schmitt;42236;0;Passau 85;2;218
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Sven Jones;89133;0;Passau 85;3;198
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Tom Klein;52038;1;Bamberg 44;0;179
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Alexander Hoffmann;67272;1;Bamberg 44;1;214
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Jakob Schmitt;42236;1;Bamberg 44;2;175
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Sven Jones;89133;1;Bamberg 44;3;230
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Tom Klein;52038;2;Hof 31;0;177
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Alexander Hoffmann;67272;2;Hof 31;1;191
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Jakob Schmitt;42236;2;Hof 31;2;219
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Sven Jones;89133;2;Hof 31;3;219
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Tom Klein;52038;3;Schweinfurt 45;0;179
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Alexander Hoffmann;67272;3;Schweinfurt 45;1;224
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Jakob Schmitt;42236;3;Schweinfurt 45;2;199
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Sven Jones;89133;3;Schweinfurt 45;3;214
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Tom Klein;52038;4;Bayreuth 41;0;149
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Alexander Hoffmann;67272;4;Bayreuth 41;1;216
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Jakob Schmitt;42236;4;Bayreuth 41;2;224
23/24;3;n/a;LL1 Nord;Bamberg;Passau 64;Sven Jones;89133;4;Bayreuth 41;3;215
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Logan Böhm;27342;0;Passau 64;0;229
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Jan Miller;29485;0;Passau 64;1;245
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Eric Schröder;19332;0;Passau 64;2;184
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Konstantin Wagner;93770;0;Passau 64;3;159
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Logan Böhm;27342;1;Bayreuth 41;0;205
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Jan Miller;29485;1;Bayreuth 41;1;203
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Eric Schröder;19332;1;Bayreuth 41;2;221
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Konstantin Wagner;93770;1;Bayreuth 41;3;169
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Logan Böhm;27342;2;Bamberg 44;0;234
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Jan Miller;29485;2;Bamberg 44;1;216
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Eric Schröder;19332;2;Bamberg 44;2;195
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Konstantin Wagner;93770;2;Bamberg 44;3;177
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Logan Böhm;27342;3;Hof 31;0;187
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Jan Miller;29485;3;Hof 31;1;225
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Eric Schröder;19332;3;Hof 31;2;203
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Konstantin Wagner;93770;3;Hof 31;3;152
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Logan Böhm;27342;4;Schweinfurt 45;0;221
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Jan Miller;29485;4;Schweinfurt 45;1;233
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Eric Schröder;19332;4;Schweinfurt 45;2;198
23/24;3;n/a;LL1 Nord;Bamberg;Passau 85;Konstantin Wagner;93770;4;Schweinfurt 45;3;134
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Georg Kim;71437;0;Bamberg 44;0;211
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Mohammad Becker;15851;0;Bamberg 44;1;134
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Arthur Hoffmann;93186;0;Bamberg 44;2;142
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Finn Heil;37551;0;Bamberg 44;3;188
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Georg Kim;71437;1;Hof 31;0;211
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Mohammad Becker;15851;1;Hof 31;1;174
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Arthur Hoffmann;93186;1;Hof 31;2;133
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Finn Heil;37551;1;Hof 31;3;210
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Georg Kim;71437;2;Bayreuth 41;0;178
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Mohammad Becker;15851;2;Bayreuth 41;1;141
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Arthur Hoffmann;93186;2;Bayreuth 41;2;176
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Finn Heil;37551;2;Bayreuth 41;3;186
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Georg Kim;71437;3;Passau 64;0;190
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Mohammad Becker;15851;3;Passau 64;1;129
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Arthur Hoffmann;93186;3;Passau 64;2;155
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Finn Heil;37551;3;Passau 64;3;196
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Georg Kim;71437;4;Passau 85;0;176
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Mohammad Becker;15851;4;Passau 85;1;170
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Arthur Hoffmann;93186;4;Passau 85;2;142
23/24;3;n/a;LL1 Nord;Bamberg;Schweinfurt 45;Finn Heil;37551;4;Passau 85;3;185
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;James Jackson;95548;0;Schweinfurt 45;0;179
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Marco Jäger;96933;0;Schweinfurt 45;1;201
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Jan Krüger;92706;0;Schweinfurt 45;2;195
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Omar Anderson;45562;0;Schweinfurt 45;3;211
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;James Jackson;95548;1;Passau 64;0;165
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Marco Jäger;96933;1;Passau 64;1;194
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Jan Krüger;92706;1;Passau 64;2;235
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Omar Anderson;45562;1;Passau 64;3;202
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;James Jackson;95548;2;Passau 85;0;190
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Marco Jäger;96933;2;Passau 85;1;240
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Jan Krüger;92706;2;Passau 85;2;226
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Omar Anderson;45562;2;Passau 85;3;211
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;James Jackson;95548;3;Bayreuth 41;0;184
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Marco Jäger;96933;3;Bayreuth 41;1;222
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Jan Krüger;92706;3;Bayreuth 41;2;235
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Omar Anderson;45562;3;Bayreuth 41;3;249
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;James Jackson;95548;4;Hof 31;0;188
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Marco Jäger;96933;4;Hof 31;1;193
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Jan Krüger;92706;4;Hof 31;2;231
23/24;4;n/a;LL1 Nord;Schweinfurt;Bamberg 44;Omar Anderson;45562;4;Hof 31;3;203
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Lars Wolf;79124;0;Hof 31;0;146
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Linus Singh;57074;0;Hof 31;1;218
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Arthur Jäger;52682;0;Hof 31;2;149
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Johannes Heil;37109;0;Hof 31;3;190
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Lars Wolf;79124;1;Passau 85;0;189
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Linus Singh;57074;1;Passau 85;1;205
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Arthur Jäger;52682;1;Passau 85;2;171
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Johannes Heil;37109;1;Passau 85;3;206
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Lars Wolf;79124;2;Schweinfurt 45;0;147
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Linus Singh;57074;2;Schweinfurt 45;1;216
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Arthur Jäger;52682;2;Schweinfurt 45;2;149
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Johannes Heil;37109;2;Schweinfurt 45;3;205
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Lars Wolf;79124;3;Bamberg 44;0;152
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Linus Singh;57074;3;Bamberg 44;1;216
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Arthur Jäger;52682;3;Bamberg 44;2;172
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Johannes Heil;37109;3;Bamberg 44;3;176
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Lars Wolf;79124;4;Passau 64;0;178
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Linus Singh;57074;4;Passau 64;1;188
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Arthur Jäger;52682;4;Passau 64;2;171
23/24;4;n/a;LL1 Nord;Schweinfurt;Bayreuth 41;Johannes Heil;37109;4;Passau 64;3;186
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Lukas Braun;10400;0;Bayreuth 41;0;174
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Jackson Lange;56853;0;Bayreuth 41;1;203
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Linus Jones;28835;0;Bayreuth 41;2;195
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Johannes Schwarz;38386;0;Bayreuth 41;3;168
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Lukas Braun;10400;1;Schweinfurt 45;0;209
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Jackson Lange;56853;1;Schweinfurt 45;1;245
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Linus Jones;28835;1;Schweinfurt 45;2;172
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Johannes Schwarz;38386;1;Schweinfurt 45;3;172
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Lukas Braun;10400;2;Passau 64;0;175
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Jackson Lange;56853;2;Passau 64;1;229
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Linus Jones;28835;2;Passau 64;2;164
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Johannes Schwarz;38386;2;Passau 64;3;160
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Lukas Braun;10400;3;Passau 85;0;170
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Jackson Lange;56853;3;Passau 85;1;211
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Linus Jones;28835;3;Passau 85;2;163
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Johannes Schwarz;38386;3;Passau 85;3;156
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Lukas Braun;10400;4;Bamberg 44;0;186
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Jackson Lange;56853;4;Bamberg 44;1;205
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Linus Jones;28835;4;Bamberg 44;2;185
23/24;4;n/a;LL1 Nord;Schweinfurt;Hof 31;Johannes Schwarz;38386;4;Bamberg 44;3;164
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Tom Klein;52038;0;Passau 85;0;152
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Alexander Hoffmann;67272;0;Passau 85;1;224
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Jakob Schmitt;42236;0;Passau 85;2;188
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Sven Jones;89133;0;Passau 85;3;195
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Tom Klein;52038;1;Bamberg 44;0;169
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Alexander Hoffmann;67272;1;Bamberg 44;1;231
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Jakob Schmitt;42236;1;Bamberg 44;2;195
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Sven Jones;89133;1;Bamberg 44;3;212
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Tom Klein;52038;2;Hof 31;0;153
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Alexander Hoffmann;67272;2;Hof 31;1;202
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Jakob Schmitt;42236;2;Hof 31;2;222
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Sven Jones;89133;2;Hof 31;3;236
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Tom Klein;52038;3;Schweinfurt 45;0;164
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Alexander Hoffmann;67272;3;Schweinfurt 45;1;211
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Jakob Schmitt;42236;3;Schweinfurt 45;2;219
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Sven Jones;89133;3;Schweinfurt 45;3;221
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Tom Klein;52038;4;Bayreuth 41;0;155
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Alexander Hoffmann;67272;4;Bayreuth 41;1;222
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Jakob Schmitt;42236;4;Bayreuth 41;2;218
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 64;Sven Jones;89133;4;Bayreuth 41;3;204
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Logan Böhm;27342;0;Passau 64;0;212
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Jan Miller;29485;0;Passau 64;1;207
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Eric Schröder;19332;0;Passau 64;2;219
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Konstantin Wagner;93770;0;Passau 64;3;153
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Logan Böhm;27342;1;Bayreuth 41;0;219
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Jan Miller;29485;1;Bayreuth 41;1;215
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Eric Schröder;19332;1;Bayreuth 41;2;196
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Konstantin Wagner;93770;1;Bayreuth 41;3;161
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Logan Böhm;27342;2;Bamberg 44;0;230
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Jan Miller;29485;2;Bamberg 44;1;231
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Eric Schröder;19332;2;Bamberg 44;2;190
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Konstantin Wagner;93770;2;Bamberg 44;3;178
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Logan Böhm;27342;3;Hof 31;0;218
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Jan Miller;29485;3;Hof 31;1;248
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Eric Schröder;19332;3;Hof 31;2;223
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Konstantin Wagner;93770;3;Hof 31;3;165
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Logan Böhm;27342;4;Schweinfurt 45;0;198
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Jan Miller;29485;4;Schweinfurt 45;1;204
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Eric Schröder;19332;4;Schweinfurt 45;2;179
23/24;4;n/a;LL1 Nord;Schweinfurt;Passau 85;Konstantin Wagner;93770;4;Schweinfurt 45;3;141
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Georg Kim;71437;0;Bamberg 44;0;198
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Mohammad Becker;15851;0;Bamberg 44;1;153
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Arthur Hoffmann;93186;0;Bamberg 44;2;157
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Finn Heil;37551;0;Bamberg 44;3;205
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Georg Kim;71437;1;Hof 31;0;175
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Mohammad Becker;15851;1;Hof 31;1;132
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Arthur Hoffmann;93186;1;Hof 31;2;154
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Finn Heil;37551;1;Hof 31;3;216
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Georg Kim;71437;2;Bayreuth 41;0;206
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Mohammad Becker;15851;2;Bayreuth 41;1;162
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Arthur Hoffmann;93186;2;Bayreuth 41;2;149
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Finn Heil;37551;2;Bayreuth 41;3;193
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Georg Kim;71437;3;Passau 64;0;210
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Mohammad Becker;15851;3;Passau 64;1;133
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Arthur Hoffmann;93186;3;Passau 64;2;180
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Finn Heil;37551;3;Passau 64;3;177
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Georg Kim;71437;4;Passau 85;0;186
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Mohammad Becker;15851;4;Passau 85;1;161
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Arthur Hoffmann;93186;4;Passau 85;2;136
23/24;4;n/a;LL1 Nord;Schweinfurt;Schweinfurt 45;Finn Heil;37551;4;Passau 85;3;204
23/24;5;n/a;LL1 Nord;Passau;Bamberg 44;James Jackson;95548;0;Schweinfurt 45;0;153
23/24;5;n/a;LL1 Nord;Passau;Bamberg 44;Marco Jäger;96933;0;Schweinfurt 45;1;216
23/24;5;n/a;LL1 Nord;Passau;Bamberg 44;Jan Krüger;92706;0;Schweinfurt 45;2;224
23/24;5;n/a;LL1 Nord;Passau;Bamberg 44;Omar Anderson;45562;0;Schweinfurt 45;3;243
